text,sentiment
The performance was amazing,positive
I'm dealing with a unhappy burden,negative
What a horrible situation.,negative
I am thoroughly impressed and happy,positive
This is truly pleased,positive
It's a thrilled day today.,positive
The experience is truly inspiring,positive
Everything about this is just delighted,positive
The movie was useless,negative
I completely regret this.,negative
The experience works perfectly,positive
I completely hate this.,negative
The movie was abysmal,negative
She is attending the meeting,neutral
I completely dread this.,negative
The whole thing is not worth it,negative
My day was filled with success,positive
I absolutely enjoy this.,positive
I feel very dreadful,negative
This is truly joyful,positive
It's a delighted day today.,positive
This is absolutely awful,negative
I can't believe how dreadful this is.,negative
The report contains five sections.,neutral
This is absolutely annoying,negative
The event is scheduled for tomorrow.,neutral
The whole thing was a complete disaster,negative
She is going to the office,neutral
The food tastes amazing,positive
I absolutely cherish this.,positive
It's a brilliant day today.,positive
The report did on the desk.,neutral
The report are on the table,neutral
It's a lovely day today.,positive
She is preparing the report,neutral
I feel very dreadful,negative
Everything about this is just pleased,positive
It's a bad day for me.,negative
What a unhappy situation.,negative
I feel very useless,negative
This is absolutely useless,negative
It's a awesome day today.,positive
Please review the attached building,neutral
Please review the attached item,neutral
The product specifications are in the product,neutral
Everything about this is just content,positive
This does on the table,neutral
Please review the attached city,neutral
My day was filled with success,positive
The company is based in new york.,neutral
I'm dealing with a poor problem,negative
I can't believe how disappointing this is.,negative
The object is rectangular.,neutral
I can't believe how miserable this is.,negative
My day was filled with miracle,positive
The whole thing makes me feel sick,negative
This opportunity is a reason for achievement,positive
I can't stand having to do this.,negative
Please review the attached water,neutral
I refuse having to do this.,negative
I feel very dreadful,negative
This is truly satisfied,positive
The movie was disappointing,negative
This wonder is a reason for success,positive
This miracle is a reason for celebration,positive
The movie was dreadful,negative
The product specifications are in the item,neutral
The meeting will begin shortly.,neutral
It's a lovely day today.,positive
This have on the table,neutral
What a horrible situation.,negative
I feel very abysmal,negative
The performance was joyful,positive
I wholeheartedly cherish this product.,positive
I'm dealing with a worst nightmare,negative
My day was filled with paradise,positive
What a lovely bliss,positive
The news was quite worst,negative
The performance was excellent,positive
The meeting will begin shortly.,neutral
This is truly ecstatic,positive
The experience is my favorite,positive
It's a awesome day today.,positive
Please review the attached car,neutral
The news was quite bad,negative
This situation is a total disaster,negative
The file has been downloaded.,neutral
The object is rectangular.,neutral
This is a factual statement.,neutral
The whole thing is very disappointing,negative
I absolutely love this.,positive
The file has been downloaded.,neutral
It's a depressing day for me.,negative
This is absolutely unhappy,negative
This is a factual statement.,neutral
I wholeheartedly praise this product.,positive
The whole thing was a terrible experience,negative
This achievement is a reason for wonder,positive
Please review the attached report,neutral
The book were on the desk.,neutral
This is truly brilliant,positive
The meeting will begin shortly.,neutral
The event is scheduled for tomorrow.,neutral
The file has been downloaded.,neutral
I despise having to do this.,negative
I feel so content,positive
The news was quite horrible,negative
